Order of operation,Sf category,Tag category,Tag,Override view value,Conditional tag category,Conditional tag,Override value
94940,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_beta_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94950,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_gamma_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94960,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_delta_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94970,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_epsilon_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94980,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_chi_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94990,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_sugar_pucker_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95000,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_other_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95010,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_amb_dihedral_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95020,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_other_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95030,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.H_bonds_constrained_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95040,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Constr_def_H_bonds_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95050,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.SS_bonds_constrained_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95060,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Constr_def_SS_bonds_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95070,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Derived_coupling_const_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95080,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Derived_CACB_chem_shift_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95090,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Derived_1H_chem_shifts_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95100,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Derived_photo_cidnps_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95110,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Derived_paramag_relax_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95120,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Assumed_distances_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95130,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Assumed_angles_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95140,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Constraints_per_residue_avg,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95150,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Constr_violations_per_residue_avg,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95160,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Dist_constr_violat_stat_calc_method,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
95180,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Upper_dist_constr_violat_max,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95190,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Lower_dist_constr_violat_max,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95210,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.All_dist_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95220,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.All_dist_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95230,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Intraresidue_dist_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95240,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Intraresidue_dist_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95250,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Sequential_dist_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95260,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Sequential_dist_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95270,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Short_range_dist_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95280,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Short_range_dist_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95290,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Long_range_dist_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95300,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Long_range_dist_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95310,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Unamb_intermol_dist_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95320,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Unamb_intermol_dist_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95330,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intermol_dist_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95340,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intermol_dist_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95350,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intramol_dist_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95360,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intramol_dist_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95370,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Hydrogen_bond_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95380,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Hydrogen_bond_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95390,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_stat_calc_meth,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95400,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_violat_max,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95410,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_violat_avg,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95420,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_angle_rmsd,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95430,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_angle_rmsd_err,N,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95440,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_1H_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95450,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_1H_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95460,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_15N_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95470,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_15N_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95480,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_13C_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95490,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_13C_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95500,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_13C_13C_rmsd,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95510,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_13C_13C_rmsd_err,H,Constraint_stat_list_ens,_Constraint_stat_list_ens.Constraint_stats_not_available,yes
95520,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dist_constraint_viol_max,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95530,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Upper_dist_constr_violat_max,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95540,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Lower_dist_constr_violat_max,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95550,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dist_Constraint_violation_avg,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95560,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Intraresidue_dist_rmsd,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95570,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Intraresidue_dist_rmsd_err,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95580,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Sequential_dist_rmsd,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95590,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Sequential_dist_rmsd_err,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95600,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Short_range_dist_rmsd,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95610,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Short_range_dist_rmsd_err,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95620,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Long_range_dist_rmsd,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95630,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Long_range_dist_rmsd_err,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95640,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Unamb_intermol_dist_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95650,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Unamb_intermol_dist_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95660,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intermol_dist_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95670,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intermol_dist_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95680,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intramol_dist_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95690,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intramol_dist_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95700,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Hydrogen_bond_rmsd,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95710,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Hydrogen_bond_rmsd_err,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95720,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dihedral_angle_rmsd,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95730,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dihedral_angle_rmsd_err,N,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95740,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_1H_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95750,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_1H_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95760,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_13C_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95770,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_13C_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95780,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_15N_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95790,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_15N_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95800,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_13C_13C_rmsd,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95810,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_13C_13C_rmsd_err,H,Constraint_stat_list_rep,_Constraint_stat_list_rep.Constraint_stats_not_available,yes
95820,chem_comp,Chem_comp_common_name,*,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95830,chem_comp,Chem_comp_systematic_name,*,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95840,chem_comp,Chem_comp_SMILES,*,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95850,chem_comp,Chem_comp,_Chem_comp.InChI_code,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95860,chem_comp,Chem_comp,_Chem_comp.Type,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95880,chem_comp,Chem_comp,_Chem_comp.Std_deriv_one_letter_code,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95890,chem_comp,Chem_comp,_Chem_comp.Std_deriv_three_letter_code,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95900,chem_comp,Chem_comp,_Chem_comp.Std_deriv_BMRB_code,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95910,chem_comp,Chem_comp,_Chem_comp.Std_deriv_PDB_code,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95920,chem_comp,Chem_comp,_Chem_comp.Std_deriv_chem_comp_name,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95930,chem_comp,Chem_comp,_Chem_comp.Formal_charge,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95940,chem_comp,Chem_comp,_Chem_comp.Formula,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95950,chem_comp,Chem_comp,_Chem_comp.Formula_weight,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
95960,chem_comp,Chem_comp,_Chem_comp.Topo_file_name,H,Chem_comp,_Chem_comp.PDB_code,[A-Za-z0-9]
96010,entity,Entity,_Entity.Ambiguous_conformational_states,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96020,entity,Entity,_Entity.Ambiguous_chem_comp_sites,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96030,entity,Entity,_Entity.Nstd_monomer,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96040,entity,Entity,_Entity.Nstd_chirality,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96050,entity,Entity,_Entity.Nstd_linkage,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96060,entity,Entity,_Entity.Paramagnetic,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96062,entity,Entity,_Entity.Polymer_seq_one_letter_code,H,Entity,_Entity.Type,non-polymer
96064,entity,Entity,_Entity.Number_of_nonpolymer_components,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96066,entity,Entity,_Entity.Fragment,H,Entity,_Entity.Type,non-polymer
96068,entity,Entity,_Entity.Mutation,H,Entity,_Entity.Type,non-polymer
96070,entity,Entity,_Entity.Nonpolymer_comp_label,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96072,entity,Entity_db_link,*,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96130,citations,Citation_keyword,*,H,Citation,_Citation.Class,reference citation
96140,entry_information,SG_project,_SG_project.Project_name,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
96150,entry_information,SG_project,_SG_project.Full_name_of_center,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
96152,entry_information,Entry,_Entry.Experimental_method,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96160,NMR_spectral_processing,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96170,computer,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96180,chem_shift_reference,*,*,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96190,assigned_chemical_shifts,*,*,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96200,coupling_constants,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96212,chem_shift_anisotropy,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96220,value_derivation,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96230,chem_shift_isotope_effect,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96240,chem_shift_interaction_diff,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96250,chem_shift_anisotropy,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96260,theoretical_chem_shifts,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96270,chem_shifts_calc_type,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96272,binding_data,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96274,chemical_rates,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96280,chem_shielding_tensors,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96290,RDCs,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96300,dipolar_couplings,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96310,spectral_density_values,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96320,other_data_types,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96330,H_exch_rates,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96340,H_exch_protection_factors,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96342,auto_relaxation,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96344,tensor,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96346,interatomic_distance,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96350,homonucl_NOEs,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96360,heteronucl_NOEs,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96370,heteronucl_T1_relaxation,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96380,heteronucl_T1rho_relaxation,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96390,heteronucl_T2_relaxation,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96400,dipole_dipole_relaxation,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96410,dipole_dipole_cross_correlations,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96420,dipole_CSA_cross_correlations,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96430,order_parameters,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96440,pH_titration,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96450,pH_param_list,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96460,D_H_fractionation_factors,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96470,deduced_secd_struct_features,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96480,deduced_hydrogen_bonds,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96490,force_constants,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96500,study_list,*,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96502,study_list,*,*,H,Entry_interview,_Entry_interview.BMRB_deposition,yes
96510,citations,Citation_keyword,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96520,citations,Citation,_Citation.Title,Y,Entry_interview,_Entry_interview.PDB_deposition,yes
96530,citations,Citation,_Citation.Details,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96540,entry_information,Entry,_Entry.Dep_release_code_nmr_exptl,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96550,entry_information,Entry,_Entry.Dep_release_code_nmr_constraints,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96560,entry_information,Entry,_Entry.Special_processing_instructions,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96570,entry_information,Entry,_Entry.Update_BMRB_accession_code,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96580,entry_information,Entry,_Entry.Replace_BMRB_accession_code,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96600,entry_information,Entry_src,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96620,entity,Entity,_Entity.Ambiguous_conformational_states,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96630,entity,Entity,_Entity.Ambiguous_chem_comp_sites,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96640,entity,Entity,_Entity.Nstd_monomer,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96650,entity,Entity,_Entity.Nstd_chirality,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96660,entity,Entity,_Entity.Nstd_linkage,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96670,entity,Entity,_Entity.Paramagnetic,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96680,entity,Entity,_Entity.Thiol_state,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96690,entity,Entity,_Entity.Formula_weight,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96700,entity,Entity,_Entity.Number_of_monomers,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96710,entity,Entity,_Entity.Details,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96750,entity,Entity_biological_function,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96760,entity,Entity_keyword,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96770,entity,Entity_comp_index_alt,*,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96772,entity,Entity_comp_index_alt,*,H,Entity,_Entity.Type,non-polymer
96774,entity,Entity,_Entity.Polymer_strand_ID,H,Entry_interview,_Entry_interview.BMRB_deposition,yes
96780,natural_source,Entity_natural_src,_Entity_natural_src.NCBI_taxonomy_ID,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96790,natural_source,Entity_natural_src,_Entity_natural_src.Type,N,Entry_interview,_Entry_interview.PDB_deposition,yes
96800,natural_source,Entity_natural_src,_Entity_natural_src.Organism_name_scientific,Y,Entity_natural_src,_Entity_natural_src.Type,(organism)|(virus)|(plasmid)|(cosmid)
96810,natural_source,Entity_natural_src,_Entity_natural_src.Gene_mnemonic,N,Entity_natural_src,_Entity_natural_src.Type,(organism)|(virus)|(plasmid)|(cosmid)
96820,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_name_common,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96830,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_variant,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96840,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_cell_line,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96850,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_ATCC_number,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96860,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vector_details,H,Entry_interview,_Entry_interview.PDB_deposition,yes
96870,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_scientific_name,Y,Entity_experimental_src,_Entity_experimental_src.Production_method,(recombinant technology)|(cell free synthesis)
96880,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_strain,N,Entity_experimental_src,_Entity_experimental_src.Production_method,(recombinant technology)|(cell free synthesis)
96890,experimental_source,Entity_experimental_src,_Entity_experimental_src.Host_org_variant,N,Entity_experimental_src,_Entity_experimental_src.Production_method,(recombinant technology)|(cell free synthesis)
96900,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vector_type,Y,Entity_experimental_src,_Entity_experimental_src.Production_method,(recombinant technology)|(cell free synthesis)
96910,experimental_source,Entity_experimental_src,_Entity_experimental_src.Vector_name,Y,Entity_experimental_src,_Entity_experimental_src.Production_method,(recombinant technology)|(cell free synthesis)
