dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfLabelFlg,sfCategoryFlg,sfFramecodeFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example
700,study_list,Y,T6,1,entry_information,10,Study,,_Study.Study_list_ID,Y,HHHHH,N,,Study list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Study_list,ID,,Study,StudyListID,Study,Study_list_ID,Y,70,Y,MMMMMM,MMMMMM,?,?,?,,N,?,5,?,Y,N,10,Study_list,ID,?
710,study_list,Y,T6,1,entry_information,10,Study keyword,2,_Study_keyword.Study_ID,Y,HHHHH,N,,Study ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Study,ID,,StudyKeyword,StudyID,Study_keyword,Study_ID,Y,10,Y,OOOOOO,MMMMMM,?,?,?,,N,?,0,?,Y,N,1,Study,ID,?
720,study_list,Y,T6,1,entry_information,10,Study keyword,2,_Study_keyword.Keyword,Y,NHHHH,N,,Keyword,1,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,StudyKeyword,Keyword,Study_keyword,Keyword,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
730,study_list,Y,T6,1,entry_information,10,Study keyword,2,_Study_keyword.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Study_list,Sf_ID,,StudyKeyword,SfID,Study_keyword,Sf_ID,Y,30,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Study_list,Sf_ID,?
740,study_list,Y,T6,1,entry_information,10,Study keyword,2,_Study_keyword.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Study_list,Entry_ID,,StudyKeyword,EntryID,Study_keyword,Entry_ID,Y,40,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;10,Study;Study_list,Entry_ID;Entry_ID,?
750,study_list,Y,T6,1,entry_information,10,Study keyword,2,_Study_keyword.Study_list_ID,Y,HHHHH,N,,Study list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Study_list,ID,,StudyKeyword,StudyListID,Study_keyword,Study_list_ID,Y,50,Y,OOOOOO,MMMMMM,?,?,?,,N,?,5,?,Y,N,10,Study_list,ID,?
760,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.Study_ID,Y,HHHHH,N,,Study ID,1,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Study,ID,,StudyEntryList,StudyID,Study_entry_list,Study_ID,Y,10,Y,OOOOOO,MMMMMM,?,?,?,,N,?,0,?,Y,N,1,Study,ID,?
770,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.BMRB_accession_code,Y,NHHHH,N,,BMRB accession code,1,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,StudyEntryList,BMRBAccessionCode,Study_entry_list,BMRB_accession_code,Y,20,Y,OOOOOO,MMMMMM,?,?,?,,N,?,0,?,Y,N,?,?,?,?
780,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.BMRB_entry_description,Y,HHHHH,N,,BMRB entry description,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,StudyEntryList,BMRBEntryDescription,Study_entry_list,BMRB_entry_description,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
790,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.Details,Y,HHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,StudyEntryList,Details,Study_entry_list,Details,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
800,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Study_list,Sf_ID,,StudyEntryList,SfID,Study_entry_list,Sf_ID,Y,50,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Study_list,Sf_ID,?
810,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Study_list,Entry_ID,,StudyEntryList,EntryID,Study_entry_list,Entry_ID,Y,60,Y,OOOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;10,Study;Study_list,Entry_ID;Entry_ID,?
820,study_list,Y,T6,1,entry_information,10,Study entry list,2,_Study_entry_list.Study_list_ID,Y,HHHHH,N,,Study list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Study_list,ID,,StudyEntryList,StudyListID,Study_entry_list,Study_list_ID,Y,70,Y,OOOOOO,MMMMMM,?,?,?,,N,?,5,?,Y,N,10,Study_list,ID,?
830,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,Entry,SfCategory,Entry,Sf_category,N,570,Y,VVVVVV,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?
840,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Sf_framecode,Y,HHHHH,N,,Sf framecode,0,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,Entry,SfFramecode,Entry,Sf_framecode,N,580,Y,VVVVVV,IIIIII,?,?,?,,N,?,2,?,Y,N,?,?,?,?
850,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,Entry,SfID,Entry,Sf_ID,N,590,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?
860,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.ID,Y,HHHHH,N,,ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,Entry,EntryID,Entry,ID,N,600,Y,VVVVVV,VVVVVV,?,10414,1,,N,?,3,?,Y,N,?,?,?,?
870,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Title,Y,YYHHH,N,,Title,1,TEXT,text,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,Title,Entry,Title,N,610,Y,VVVVVV,VVVVVV,?,10415,1,,N,?,0,?,Y,N,?,?,?,?
880,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Version_type,Y,HHHHH,Y,Y,Version type,0,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,VersionType,Entry,Version_type,N,620,Y,VVVVVV,VVVVVV,new,?,?,,N,?,0,?,Y,N,?,?,?,?
890,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Submission_date,Y,HHHHH,N,,Submission date,0,DATETIME year to day,yyyy-mm-dd,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,SubmissionDate,Entry,Submission_date,N,630,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
900,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Accession_date,Y,HHHHH,N,,Accession date,0,DATETIME year to day,yyyy-mm-dd,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,AccessionDate,Entry,Accession_date,N,640,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
910,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Last_release_date,Y,HHHHH,N,,Last release date,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,LastReleaseDate,Entry,Last_release_date,N,650,Y,VOVOVO,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
920,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Original_release_date,Y,HHHHH,N,,Original release date,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,OriginalReleaseDate,Entry,Original_release_date,N,660,Y,VOVOVO,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
930,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Origination,Y,HHHHH,N,,Origination,0,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,Origination,Entry,Origination,N,670,Y,VVVVVV,VVVVVV,author,?,?,,N,?,0,?,Y,N,?,?,?,?
940,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.NMR_STAR_version,Y,HHHHH,Y,N,NMR STAR version,0,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,NMRSTARVersion,Entry,NMR_STAR_version,N,680,Y,VVVVVV,VVVVVV,3.0.9.12,?,?,,N,?,0,?,Y,N,?,?,?,?
950,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Original_NMR_STAR_version,Y,HHHHH,Y,Y,Original NMR STAR version,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,OriginalNMRSTARVersion,Entry,Original_NMR_STAR_version,N,690,Y,VVVVVV,VVVVVV,,?,?,,N,?,0,?,Y,N,?,?,?,?
960,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Experimental_method,Y,HHHHH,Y,N,Experimental method,1,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Entry,ExperimentalMethod,Entry,Experimental_method,N,700,Y,VVVVVV,VVVVVV,NMR,10800,1,,N,?,0,?,Y,N,?,?,?,?
970,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Experimental_method_subtype,Y,YHHHH,Y,N,Experimental method subtype,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,ExperimentalMethodSubtype,Entry,Experimental_method_subtype,N,710,Y,VVVVVV,VVVVVV,solution,10800,12,' ',N,?,0,?,Y,N,?,?,?,?
980,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Dep_release_code_coordinates,Y,HHHHH,Y,Y,Dep release code coordinates,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,DepReleaseCodeCoordinates,Entry,Dep_release_code_coordinates,N,720,Y,IVIVIV,IVIIII,HOLD FOR PUBLICATION,133,1,,N,?,0,?,Y,N,?,?,?,?
990,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Dep_release_code_nmr_constraints,Y,HHHHH,Y,Y,Dep release code nmr constraints,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,DepReleaseCodeNmrConstraints,Entry,Dep_release_code_nmr_constraints,N,730,Y,IVIVIV,IVIIII,HOLD FOR PUBLICATION,135,1,,N,?,0,?,Y,N,?,?,?,?
1000,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Dep_release_code_nmr_exptl,Y,HHHHH,Y,Y,Dep release code nmr exptl,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,DepReleaseCodeNmrExptl,Entry,Dep_release_code_nmr_exptl,N,740,Y,IVIVIV,IVIIII,HOLD FOR PUBLICATION,?,?,,N,?,0,?,Y,N,?,?,?,?
1010,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Dep_release_code_sequence,Y,YHHHH,Y,Y,Dep release code sequence,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,DepReleaseCodeSequence,Entry,Dep_release_code_sequence,N,750,Y,IVIVIV,IVIIII,RELEASE NOW,136,1,,N,?,0,?,Y,N,?,?,?,?
1020,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.CASP_target,Y,NHHHH,Y,Y,CASP target,1,VARCHAR(3),yes_no,,,N,?,?,N,N,N,N,,,,,,Entry,CASPTarget,Entry,CASP_target,N,760,Y,IOIOIO,IOIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1030,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,Entry,Details,Entry,Details,N,770,Y,OOOOOO,OOOOOO,?,10416,1,,N,?,0,?,Y,N,?,?,?,?
1040,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Special_processing_instructions,Y,NHHHH,N,,Special processing instructions,2,TEXT,text,,Y,N,?,?,N,N,N,N,,,,,,Entry,SpecialProcessingInstructions,Entry,Special_processing_instructions,N,780,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1050,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Update_BMRB_accession_code,Y,NNHHH,N,,Update BMRB accession code,1,CHAR(12),code,,Y,N,?,?,N,N,N,N,,,,,,Entry,UpdateBMRBAccessionCode,Entry,Update_BMRB_accession_code,N,790,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1060,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Replace_BMRB_accession_code,Y,NNHHH,N,,Replace BMRB accession code,1,CHAR(12),code,,Y,N,?,?,N,N,N,N,,,,,,Entry,ReplaceBMRBAccessionCode,Entry,Replace_BMRB_accession_code,N,800,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1070,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Update_PDB_accession_code,Y,HHHHH,N,,Update PDB accession code,1,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,Entry,UpdatePDBAccessionCode,Entry,Update_PDB_accession_code,N,810,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1080,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Replace_PDB_accession_code,Y,HHHHH,N,,Replace PDB accession code,1,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,Entry,ReplacePDBAccessionCode,Entry,Replace_PDB_accession_code,N,820,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1090,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.BMRB_update_details,Y,NNHHH,N,,BMRB update details,2,TEXT,text,,Y,N,?,?,N,N,N,N,,,,,,Entry,BMRBUpdateDetails,Entry,BMRB_update_details,N,830,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1100,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.PDB_update_details,Y,HHHHH,N,,PDB update details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,Entry,PDBUpdateDetails,Entry,PDB_update_details,N,840,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1110,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Release_request,Y,HHHHH,Y,Y,Release request,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,Entry,ReleaseRequest,Entry,Release_request,N,850,Y,IOIOIO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1120,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Release_date_request,Y,HHHHH,N,,Release date request,1,DATETIME year to day,yyyy-mm-dd,,Y,N,?,?,N,N,N,N,,,,,,Entry,ReleaseDateRequest,Entry,Release_date_request,N,860,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1130,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Release_date_justification,Y,HHHHH,N,,Release date justification,2,TEXT,text,,Y,N,?,?,N,N,N,N,,,,,,Entry,ReleaseDateJustification,Entry,Release_date_justification,N,870,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1140,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Status_code,Y,HHHHH,N,,Status code,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,StatusCode,Entry,Status_code,N,880,Y,IOIOIO,IIIIII,?,100,1,,N,?,0,?,Y,N,?,?,?,?
1150,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Recvd_deposit_form,Y,HHHHH,Y,Y,Recvd deposit form,0,VARCHAR(3),yes_no,,,N,?,?,N,N,N,N,,,,,,Entry,RecvdDepositForm,Entry,Recvd_deposit_form,N,890,Y,IOIOIO,IIIIII,?,104,1,,N,?,0,?,Y,N,?,?,?,?
1160,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_deposition_form,Y,HHHHH,N,,Date deposition form,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateDepositionForm,Entry,Date_deposition_form,N,900,Y,IOIOIO,IIIIII,?,105,1,,N,?,0,?,Y,N,?,?,?,?
1170,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Recvd_coordinates,Y,HHHHH,Y,Y,Recvd coordinates,0,VARCHAR(3),yes_no,,,N,?,?,N,N,N,N,,,,,,Entry,RecvdCoordinates,Entry,Recvd_coordinates,N,910,Y,IOIOIO,IIIIII,?,106,1,,N,?,0,?,Y,N,?,?,?,?
1180,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_coordinates,Y,HHHHH,N,,Date coordinates,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateCoordinates,Entry,Date_coordinates,N,920,Y,IOIOIO,IIIIII,?,107,1,,N,?,0,?,Y,N,?,?,?,?
1190,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Recvd_nmr_constraints,Y,HHHHH,Y,Y,Recvd nmr constraints,0,VARCHAR(3),yes_no,,,N,?,?,N,N,N,N,,,,,,Entry,RecvdNmrConstraints,Entry,Recvd_nmr_constraints,N,930,Y,IOIOIO,IIIIII,?,111,1,,N,?,0,?,Y,N,?,?,?,?
1200,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_nmr_constraints,Y,HHHHH,N,,Date nmr constraints,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateNmrConstraints,Entry,Date_nmr_constraints,N,940,Y,IOIOIO,IIIIII,?,112,1,,N,?,0,?,Y,N,?,?,?,?
1210,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Recvd_manuscript,Y,HHHHH,Y,Y,Recvd manuscript,0,VARCHAR(3),yes_no,,,N,?,?,N,N,N,N,,,,,,Entry,RecvdManuscript,Entry,Recvd_manuscript,N,950,Y,IOIOIO,IIIIII,?,113,1,,N,?,0,?,Y,N,?,?,?,?
1220,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_manuscript,Y,HHHHH,N,,Date manuscript,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateManuscript,Entry,Date_manuscript,N,960,Y,IOIOIO,IIIIII,?,114,1,,N,?,0,?,Y,N,?,?,?,?
1230,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Recvd_author_approval,Y,HHHHH,Y,Y,Recvd author approval,0,VARCHAR(3),yes_no,,,N,?,?,N,N,N,N,,,,,,Entry,RecvdAuthorApproval,Entry,Recvd_author_approval,N,970,Y,IOIOIO,IIIIII,?,117,1,,N,?,0,?,Y,N,?,?,?,?
1240,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_author_approval,Y,HHHHH,N,,Date author approval,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateAuthorApproval,Entry,Date_author_approval,N,980,Y,IOIOIO,IIIIII,?,118,1,,N,?,0,?,Y,N,?,?,?,?
1250,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Recvd_initial_deposition_date,Y,HHHHH,N,,Recvd initial deposition date,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,RecvdInitialDepositionDate,Entry,Recvd_initial_deposition_date,N,990,Y,IOIOIO,IIIIII,?,119,1,,N,?,0,?,Y,N,?,?,?,?
1260,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.PDB_date_submitted,Y,HHHHH,N,,PDB date submitted,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,PDBDateSubmitted,Entry,PDB_date_submitted,N,1000,Y,IOIOIO,IIIIII,?,120,1,,N,?,0,?,Y,N,?,?,?,?
1270,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Author_release_status_code,Y,HHHHH,N,,Author release status code,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,AuthorReleaseStatusCode,Entry,Author_release_status_code,N,1010,Y,IOIOIO,IIIIII,?,121,1,,N,?,0,?,Y,N,?,?,?,?
1280,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_of_PDB_release,Y,HHHHH,N,,Date of PDB release,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateOfPDBRelease,Entry,Date_of_PDB_release,N,1020,Y,IOIOIO,IIIIII,?,128,1,,N,?,0,?,Y,N,?,?,?,?
1290,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_hold_coordinates,Y,HHHHH,N,,Date hold coordinates,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateHoldCoordinates,Entry,Date_hold_coordinates,N,1030,Y,IOIOIO,IIIIII,?,129,1,,N,?,0,?,Y,N,?,?,?,?
1300,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Date_hold_nmr_constraints,Y,HHHHH,N,,Date hold nmr constraints,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,Entry,DateHoldNmrConstraints,Entry,Date_hold_nmr_constraints,N,1040,Y,IOIOIO,IIIIII,?,132,1,,N,?,0,?,Y,N,?,?,?,?
1310,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.PDB_deposit_site,Y,HHHHH,N,,PDB deposit site,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,PDBDepositSite,Entry,PDB_deposit_site,N,1050,Y,IVIVIV,IIIIII,BMRB,138,1,,N,?,0,?,Y,N,?,?,?,?
1320,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.PDB_process_site,Y,HHHHH,N,,PDB process site,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,PDBProcessSite,Entry,PDB_process_site,N,1060,Y,IVIVIV,IIIIII,RCSB,139,1,,N,?,0,?,Y,N,?,?,?,?
1330,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.BMRB_deposit_site,Y,HHHHH,N,,BMRB deposit site,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,BMRBDepositSite,Entry,BMRB_deposit_site,N,1070,Y,IVIVIV,IIIIII,BMRB,?,?,,N,?,0,?,Y,N,?,?,?,?
1340,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.BMRB_process_site,Y,HHHHH,N,,BMRB process site,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,BMRBProcessSite,Entry,BMRB_process_site,N,1080,Y,IVIVIV,IIIIII,BMRB,?,?,,N,?,0,?,Y,N,?,?,?,?
1350,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.BMRB_annotator,Y,HHHHH,N,,BMRB annotator,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,BMRBAnnotator,Entry,BMRB_annotator,N,1090,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1360,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.BMRB_internal_directory_name,Y,HHHHH,N,,BMRB internal directory name,0,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,Entry,BMRBInternalDirectoryName,Entry,BMRB_internal_directory_name,N,1100,Y,OOOOOO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1370,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.RCSB_annotator,Y,HHHHH,N,,RCSB annotator,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,RCSBAnnotator,Entry,RCSB_annotator,N,1110,Y,IVIVIV,IIIIII,UNASSIGNED,11160,1,,N,?,0,?,Y,N,?,?,?,?
1380,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Author_approval_type,Y,HHHHH,N,,Author approval type,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Entry,AuthorApprovalType,Entry,Author_approval_type,N,1120,Y,IOIOIO,IIIIII,?,140,1,,N,?,0,?,Y,N,?,?,?,?
1390,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Assigned_BMRB_ID,Y,HHHHH,N,,Assigned BMRB ID,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,Entry,AssignedBMRBID,Entry,Assigned_BMRB_ID,N,1130,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1400,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Assigned_BMRB_deposition_code,Y,HHHHH,N,,Assigned BMRB deposition code,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,Entry,AssignedBMRBDepositionCode,Entry,Assigned_BMRB_deposition_code,N,1140,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1410,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Assigned_PDB_ID,Y,HHHHH,N,,Assigned PDB ID,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,Entry,AssignedPDBID,Entry,Assigned_PDB_ID,N,1150,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1420,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Assigned_PDB_deposition_code,Y,HHHHH,N,,Assigned PDB deposition code,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,Entry,AssignedPDBDepositionCode,Entry,Assigned_PDB_deposition_code,N,1160,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1430,entry_information,Y,R,1,entry_information,20,Entry information,,_Entry.Assigned_restart_ID,Y,HHHHH,N,,Assigned restart ID,0,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,Entry,AssignedRestartID,Entry,Assigned_restart_ID,N,1170,Y,IOIOIO,IIIIII,?,?,?,,N,?,0,?,Y,N,?,?,?,?
1440,entry_information,Y,T6,1,entry_information,20,Entry proc cycle,,_Entry_proc_cycle.Cycle_ID,Y,HHHHH,N,,Cycle ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,EntryProcCycle,CycleID,Entry_proc_cycle,Cycle_ID,Y,10,Y,IOIOIO,IIIIII,?,144,7,,N,?,0,?,Y,N,?,?,?,?
