Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Description,STAR-CIF link ID,STAR to CIF transform code,STAR flag,DB flag,SfLabelFlg,Sf category flag,Framecode value flag,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,internal,sg/public,sg/internal,usr/public,Overide publiM,Overide internal,Overide meta,Overide sg/publiM,Overide sg/internal,Overide usr/publiM,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,pdbx equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type
470,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,StudyList,EntryID,N,N,,,,Entry,ID,,,,N,400,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,Y,_Entry.ID,?,_Entry.ID,C,C,C,C,C,C,C,C,C,C,C,C,?,0,Study_list,Entry_ID,Y,?,?,?,Y,N,name
480,study_list,Y,R,1,entry_information,10,Study list,_Study_list.ID,,X,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,StudyList,StudyListID,N,N,Y,,,,,,,,N,410,,,,,,5,,n/a,?,?,?,Y,Y,N,N,N,Y,?,?,?,C,C,C,C,C,C,C,C,C,C,C,C,?,0,Study_list,ID,Y,?,?,?,Y,N,line
490,study_list,Y,T6,1,entry_information,10,Study,_Study.ID,,O,Y,,,Y,N,H,H,H,H,N,,,,,,ID,INTEGER,NOT NULL,,Study,StudyID,N,N,Y,Y,,,,,,,Y,10,,,,,,0,1,Unique code that identifies a specific study.,Unique code that identifies a specific study.,?,?,Y,Y,N,N,N,Y,?,?,?,C,C,C,C,C,C,C,C,C,C,C,C,?,1,Study,ID,Y,?,?,?,Y,N,code
500,study_list,Y,T6,1,entry_information,10,Study,_Study.Name,,O,Y,,,Y,N,H,H,H,H,N,,,,,,Name,TEXT,NOT NULL,,Study,Name,N,N,,,,,,,,,Y,20,,,,,,0,Investigation of cytochrome b in the molten globule state,Study name,Descriptive name given to a 'study' where a study is a collection of entries containing data for a set of related molecular systems or for a single molecular system but published in more than one citation (i.e. chemical shifts in one publication and atomic coordinates in another and relaxation studies in a third).,?,?,Y,Y,N,N,N,N,?,?,?,C,C,C,C,C,C,C,C,C,C,C,C,?,1,Study,Name,?,?,?,?,Y,N,int
510,study_list,Y,T6,1,entry_information,10,Study,_Study.Type,,O,Y,,,Y,N,H,H,H,H,Y,N,,,,,Type,VARCHAR(127),NOT NULL,,Study,Type,N,N,,,,,,,,,Y,30,,,,,,0,structure study,Study type,A brief phrase that describes the study that was conducted.  An enumerated list of types will be provided but an author will be able to provide their own description if none of the enumerated values are appropriate.,?,?,Y,Y,N,N,N,N,?,?,?,C,C,C,C,C,C,C,C,C,C,C,C,?,1,Study,Type,?,?,?,?,Y,N,code
520,study_list,Y,T6,1,entry_information,10,Study,_Study.Details,,O,Y,,,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,Study,Details,N,N,,,,,,,,,Y,40,,,,,,0,The data from the entries that make up this study were used to determine the structure of ribonuclease T1.,Text description of the study,Text information relevant to the study are entered as a value for this tag.  This tag is often used to include information that cannot be associated with a specific tag in the saveframe but is important for the entry. The information entered must supplement information already present.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Study,Details,?,?,?,?,Y,N,int
530,study_list,Y,T6,1,entry_information,10,Study,_Study.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,Study,SfID,N,Y,,Y,,Study_list,Sf_ID,,,,Y,50,,,,,,4,,n/a,Pointer to '_Study_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Study_list.Sf_ID,?,_Study_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Study,Sf_ID,?,?,?,?,Y,N,text
540,study_list,Y,T6,1,entry_information,10,Study,_Study.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Study,EntryID,N,N,,,,Entry,ID,,,,Y,60,,,,,,3,,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,Y,_Entry.ID,?,_Entry.ID,C,C,C,R,R,R,R,R,R,R,R,R,?,0,Study,Entry_ID,?,?,?,?,Y,N,line
550,study_list,Y,T6,1,entry_information,10,Study,_Study.Study_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Study list ID,CHAR(12),NOT NULL,,Study,StudyListID,N,N,,,,Study_list,ID,,,,Y,70,,,,,,5,,n/a,Pointer to '_Study_list.ID',?,?,Y,Y,N,N,N,Y,_Study_list.ID,?,_Study_list.ID,C,C,C,C,C,C,C,C,C,C,C,C,?,0,Study,Study_list_ID,Y,?,?,?,Y,N,text
560,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Study_ID,,X,Y,,,Y,H,H,H,H,H,N,,,,,,Study ID,INTEGER,NOT NULL,,StudyKeyword,StudyID,N,N,,Y,,Study,ID,,,,Y,10,2,,,,,0,,n/a,Pointer to '_Study.ID',?,?,Y,Y,N,N,N,Y,_Study.ID,?,_Study.ID,O,O,O,C,O,C,C,O,C,C,O,C,?,0,Study_keyword,Study_ID,Y,?,?,?,Y,N,int
570,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Keyword,,O,Y,,,Y,N,H,H,H,H,N,,,,,,Keyword,VARCHAR(127),NOT NULL,,StudyKeyword,Keyword,N,N,,Y,,,,,,,Y,20,2,,,,,0,NMR structure,Keyword(s) describing the study,A word or brief phrase that can be used to describe or classify the study.,?,?,Y,Y,N,N,N,Y,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Study_keyword,Keyword,Y,?,?,?,Y,N,code
580,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,StudyKeyword,SfID,N,Y,,Y,,Study_list,Sf_ID,,,,Y,30,2,,,,,4,?,n/a,Pointer to '_Study_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Study_list.Sf_ID,?,_Study_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Study_keyword,Sf_ID,?,?,?,?,Y,N,code
590,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,Y,StudyKeyword,EntryID,N,N,,,,Entry,ID,,,,Y,40,2,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,O,R,R,R,R,R,R,R,R,R,?,0,Study_keyword,Entry_ID,?,?,?,?,Y,N,int
600,study_list,Y,T6,1,entry_information,10,Study keyword,_Study_keyword.Study_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Study list ID,CHAR(12),NOT NULL,,StudyKeyword,StudyListID,N,N,,,,Study_list,ID,,,,Y,50,2,,,,,5,,n/a,Pointer to '_Study_list.ID',?,?,Y,Y,N,N,N,Y,_Study_list.ID,?,_Study_list.ID,O,O,O,C,O,C,C,O,C,C,O,C,?,0,Study_keyword,Study_list_ID,Y,?,?,?,Y,N,line
610,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Study_ID,,O,Y,,,Y,H,H,H,H,H,N,,,,,,Study ID,INTEGER,NOT NULL,,StudyEntryList,StudyID,N,N,,Y,,Study,ID,,,,Y,10,2,,,,,0,,Study ID,Pointer to '_Study.ID' not within the entry but across the database.,?,?,Y,Y,N,N,N,Y,_Study.ID,?,_Study.ID,O,C,O,C,C,C,C,C,C,C,C,C,?,1,Study_entry_list,Study_ID,Y,?,?,?,Y,N,int
620,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.BMRB_accession_code,,O,Y,,,Y,N,H,H,H,H,N,,,,,,BMRB accession code,CHAR(12),NOT NULL,,StudyEntryList,BMRBAccessionCode,N,N,,Y,,,,,,,Y,20,2,,,,,0,4398,BMRB accession number for an entry in the study,BMRB accession number for an entry that is a member of the study.,?,?,Y,Y,N,N,N,Y,?,?,?,O,C,O,C,C,C,C,C,C,C,C,C,?,1,Study_entry_list,BMRB_accession_code,Y,?,?,?,Y,N,code
630,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.BMRB_entry_description,,O,Y,,,Y,N,H,H,H,H,N,,,,,,BMRB entry description,VARCHAR(127),,,StudyEntryList,BMRBEntryDescription,N,N,,,,,,,,,Y,30,2,,,,,0,Assigned chemical shift entry,Description for BMRB entry,A keyword defining the relationship between the entry and the study.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Study_entry_list,BMRB_entry_description,?,?,?,?,Y,N,code
640,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Details,,O,Y,,,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,StudyEntryList,Details,N,N,,,,,,,,,Y,40,2,,,,,0,Complete 13C 15N and 1H chemical shift assignments.,Text details concerning BMRB entry,Text providing additional information describing the relationship between the entry and the study.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Study_entry_list,Details,?,?,?,?,Y,N,int
650,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,StudyEntryList,SfID,N,Y,,Y,,Study_list,Sf_ID,,,,Y,50,2,,,,,4,?,n/a,Pointer to '_Study_list.Sf_ID',?,?,Y,Y,N,N,N,N,_Study_list.Sf_ID,?,_Study_list.Sf_ID,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Study_entry_list,Sf_ID,?,?,?,?,Y,N,code
660,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Entry_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,Y,StudyEntryList,EntryID,N,N,,,,Entry,ID,,,,Y,60,2,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,N,_Entry.ID,?,_Entry.ID,O,O,O,R,R,R,R,R,R,R,R,R,?,0,Study_entry_list,Entry_ID,?,?,?,?,Y,N,line
670,study_list,Y,T6,1,entry_information,10,Study entry list,_Study_entry_list.Study_list_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Study list ID,CHAR(12),NOT NULL,,StudyEntryList,StudyListID,N,N,,,,Study_list,ID,,,,Y,70,2,,,,,5,,n/a,Pointer to '_Study_list.ID',?,?,Y,Y,N,N,N,Y,_Study_list.ID,?,_Study_list.ID,O,C,O,C,C,C,C,C,C,C,C,C,?,0,Study_entry_list,Study_list_ID,Y,?,?,?,Y,N,text
680,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Sf_category,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,Entry,SfCategory,N,N,,,,,,,,,N,420,,,,,,1,?,n/a,Category assigned to the information in the saveframe.,?,?,Y,Y,N,Y,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entry,Sf_category,?,?,?,?,Y,N,int
690,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Sf_framecode,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,Entry,SfFramecode,N,N,,,,,,,,,N,430,,,,,,2,?,n/a,STAR framecode for this saveframe.  The value is defined as 'entry_information' for the entry information saveframe in each entry.,?,?,Y,Y,Y,N,N,N,?,?,?,I,V,V,I,V,I,I,V,I,I,V,I,?,0,Entry,Sf_framecode,?,?,?,?,Y,N,code
700,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Sf_ID,,X,,,,Y,H,H,H,H,H,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,Entry,SfID,N,Y,Y,Y,,,,,,,N,440,,,,,,4,?,n/a,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,N,?,?,?,I,I,I,I,I,I,I,I,I,I,I,I,?,0,Entry,Sf_ID,?,?,?,?,Y,N,code
710,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.ID,,X,,,,Y,H,H,H,H,H,N,,,,,,ID,CHAR(12),NOT NULL,,Entry,EntryID,N,N,Y,,,,,,,,N,450,,,,,,3,4181,BMRB accession code,BMRB accession number for this entry,?,?,Y,Y,N,N,N,Y,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entry,ID,Y,?,?,?,Y,N,name
720,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Title,,M,Y,,,Y,Y,H,H,H,H,N,,,,,,Title,TEXT,NOT NULL,,Entry,Title,N,N,,,,,,,,,N,460,,,,,,0,'Backbone 1H\$ 13C\$ and 15N Chemical Shift Assignments for Lysozyme',Entry title,A descriptive title for the entry.  Something similar to the title of a scientific paper.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,1,Entry,Title,?,?,?,?,Y,N,line
730,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Version_type,,X,,,,Y,H,Y,Y,Y,Y,Y,Y,,,,,Version type,VARCHAR(31),NOT NULL,,Entry,VersionType,N,N,,,,,,,,,N,470,,,,,,0,original,Type of entry,Defines whether the current version of the entry is the original version or an updated version.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,new,0,Entry,Version_type,?,?,?,?,Y,N,int
740,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Submission_date,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Submission date,DATETIME year to day,NOT NULL,,Entry,SubmissionDate,N,N,,,,,,,,,N,480,,,,,,0,7/3/1999,Submission date,Date the entry was submitted to BMRB.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entry,Submission_date,?,?,?,?,Y,N,code
750,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Accession_date,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Accession date,DATETIME year to day,NOT NULL,,Entry,AccessionDate,N,N,,,,,,,,,N,490,,,,,,0,7/4/1999,Accession date,Date BMRB accession number was assigned to the entry.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entry,Accession_date,?,?,?,?,Y,N,text
760,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Last_release_date,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Last release date,DATETIME year to day,NOT NULL,,Entry,LastReleaseDate,N,N,,,,,,,,,N,500,,,,,,0,2002-03-21',Latest release date,Date the current version of th entry was released.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entry,Last_release_date,?,?,?,?,Y,N,name
770,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Original_release_date,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Original release date,DATETIME year to day,NOT NULL,,Entry,OriginalReleaseDate,N,N,,,,,,,,,N,510,,,,,,0,12/10/1999,Original release date,Date the entry was originally released.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,?,0,Entry,Original_release_date,?,?,?,?,Y,N,yyyy-mm-dd
780,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Origination,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Origination,VARCHAR(31),NOT NULL,,Entry,Origination,N,N,,,,,,,,,N,520,,,,,,0,author,Entry origination,The value to this tag defines who entered the original data into the database.  Entries taken from the literature and entered by BMRB staff are marked 'BMRB.'  Entries supplied by authors are marked 'author' and entries taken from the PDB will be marked 'PDB.',?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,author,0,Entry,Origination,?,?,?,?,Y,N,yyyy-mm-dd
790,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.NMR_STAR_version,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,NMR STAR version,VARCHAR(31),NOT NULL,,Entry,NMRSTARVersion,N,N,,,,,,,,,N,530,,,,,,0,2.1.1,NMR STAR version,Version of the NMR-STAR in which the current entry is formatted.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,production.3.0.2.7,0,Entry,NMR_STAR_version,?,?,?,?,Y,N,yyyy-mm-dd
800,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Experimental_method,,X,,,,Y,H,Y,Y,Y,Y,N,,,,,,Experimental method,VARCHAR(127),NOT NULL,,Entry,ExperimentalMethod,N,N,,,,,,,,,N,540,,,,,,0,NMR,Experimental method,The experimental method used to gather the data in the entry is given as the value to this tag.,?,?,Y,Y,N,N,N,N,?,?,?,V,V,V,V,V,V,V,V,V,V,V,V,NMR,0,Entry,Experimental_method,?,?,?,?,Y,N,yyyy-mm-dd
810,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Details,,O,,,,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,Entry,Details,N,N,,,,,,,,,N,550,,,,,,0,?,Entry description,An optional text description of the entry used to provide additional information above that given as values to other items in the entry.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Entry,Details,?,?,?,?,Y,N,name
820,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Special_processing_instructions,,O,,,,Y,N,Y,Y,Y,Y,N,,,,,,Special processing instructions,TEXT,,Y,Entry,SpecialProcessingInstructions,N,N,,,,,,,,,N,560,,,,,,0,Please include the atom nomenclature used in the deposition in the final processed entry as author atom nomenclature.  These atom names have been used in the publication related to this entry.,Special entry processing instructions,Author supplied instructions for the annotators to use in processing the entry.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Entry,Special_processing_instructions,?,?,?,?,Y,N,name
830,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Update_BMRB_accession_code,,O,,,,Y,N,Y,Y,Y,Y,N,,,,,,Update BMRB accession code,INTEGER,,Y,Entry,UpdateBMRBAccessionCode,N,N,,,,,,,,,N,570,,,,,,0,4011,BMRB accession number to be updated,Accession number for a BMRB entry that the current deposition is intended to update.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Entry,Update_BMRB_accession_code,?,?,?,?,Y,N,name
840,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Replace_BMRB_accession_code,,O,,,,Y,N,Y,Y,Y,Y,N,,,,,,Replace BMRB accession code,INTEGER,,Y,Entry,ReplaceBMRBAccessionCode,N,N,,,,,,,,,N,580,,,,,,0,4159,BMRB accession number to be replaced,Accession number for a BMRB entry that the current deposition is intended to replace.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Entry,Replace_BMRB_accession_code,?,?,?,?,Y,N,line
850,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Update_PDB_accession_code,,O,,,,Y,H,Y,Y,Y,Y,N,,,,,,Update PDB accession code,VARCHAR(31),,Y,Entry,UpdatePDBAccessionCode,N,N,,,,,,,,,N,590,,,,,,0,1aaa,PDB accession code to be updated,Accession number for a PDB entry that the current deposition is intended to update.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Entry,Update_PDB_accession_code,?,?,?,?,Y,N,text
860,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Replace_PDB_accession_code,,O,,,,Y,H,Y,Y,Y,Y,N,,,,,,Replace PDB accession code,VARCHAR(31),,Y,Entry,ReplacePDBAccessionCode,N,N,,,,,,,,,N,600,,,,,,0,1ccc,PDB accesssion number to be replaced,Accession number for a PDB entry that the current deposition is intended to replace.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,1,Entry,Replace_PDB_accession_code,?,?,?,?,Y,N,text
870,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Update_details,,O,,,,Y,N,Y,Y,Y,Y,N,,,,,,Update details,TEXT,,Y,Entry,UpdateDetails,N,N,,,,,,,,,N,610,,,,,,0,?,Description of the update or replacement deposition,Text describing the reason for the update and the update itself.,?,?,Y,Y,N,N,N,N,?,?,?,O,O,O,O,O,O,O,O,O,O,O,O,?,2,Entry,Update_details,?,?,?,?,Y,N,int
880,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Release_request,,M,,,,Y,Y,H,H,H,H,Y,Y,,,,,Release request,VARCHAR(127),NOT NULL,,Entry,ReleaseRequest,N,N,,,,,,,,,N,620,,,,,,0,Immediate; On publication; Specific date; One year hold,Release request,The condition choosen by the author for the release of the entry.,?,?,Y,Y,N,N,N,N,?,?,?,I,V,V,I,V,I,I,V,I,I,V,I,?,1,Entry,Release_request,?,?,?,?,Y,N,int
890,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Release_date_request,,MC,,,,Y,N,Y,Y,Y,Y,N,,,,,,Release date request,DATETIME year to day,,Y,Entry,ReleaseDateRequest,N,N,,,,,,,,,N,630,,,,,,0,1999-12-10',Release date request,Date requested by the author for the release of the entry to the public.,?,?,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,1,Entry,Release_date_request,?,?,?,?,Y,N,name
900,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Release_date_justification,,MC,,,,Y,N,Y,Y,Y,Y,N,,,,,,Release date justification,TEXT,,Y,Entry,ReleaseDateJustification,N,N,,,,,,,,,N,640,,,,,,0,Patent pending,Release date justification,Text justification for the release date request.,?,?,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,2,Entry,Release_date_justification,?,?,?,?,Y,N,name
910,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Status_code,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Status code,VARCHAR(15),,,Entry,StatusCode,N,N,,,,,,,,,N,650,,,,,,0,?,n/a,?,100,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Status_code,?,?,?,?,Y,N,text
920,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.NDB_tid,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,NDB tid,VARCHAR(15),,,Entry,NDBTid,N,N,,,,,,,,,N,660,,,,,,0,?,n/a,?,102,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,NDB_tid,?,?,?,?,Y,N,line
930,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Status_coordinates_in_NDB,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Status coordinates in NDB,VARCHAR(15),,,Entry,StatusCoordinatesInNDB,N,N,,,,,,,,,N,670,,,,,,0,?,n/a,?,103,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Status_coordinates_in_NDB,?,?,?,?,Y,N,yyyy-mm-dd
940,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Recvd_deposit_form,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Recvd deposit form,VARCHAR(3),,,Entry,RecvdDepositForm,N,N,,,,,,,,,N,680,,,,,,0,?,n/a,?,104,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Recvd_deposit_form,?,?,?,?,Y,N,text
950,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Date_deposition_form,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Date deposition form,DATETIME year to day,,,Entry,DateDepositionForm,N,N,,,,,,,,,N,690,,,,,,0,?,n/a,?,105,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Date_deposition_form,?,?,?,?,Y,N,code
960,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Recvd_coordinates,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Recvd coordinates,VARCHAR(3),,,Entry,RecvdCoordinates,N,N,,,,,,,,,N,700,,,,,,0,?,n/a,?,106,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Recvd_coordinates,?,?,?,?,Y,N,code
970,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Date_coordinates,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Date coordinates,DATETIME year to day,,,Entry,DateCoordinates,N,N,,,,,,,,,N,710,,,,,,0,?,n/a,?,107,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Date_coordinates,?,?,?,?,Y,N,code
980,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Recvd_struct_fact,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Recvd struct fact,VARCHAR(3),,,Entry,RecvdStructFact,N,N,,,,,,,,,N,720,,,,,,0,?,n/a,?,108,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Recvd_struct_fact,?,?,?,?,Y,N,uchar3
990,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Date_struct_fact,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Date struct fact,DATETIME year to day,,,Entry,DateStructFact,N,N,,,,,,,,,N,730,,,,,,0,?,n/a,?,109,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Date_struct_fact,?,?,?,?,Y,N,yyyy-mm-dd
1000,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Recvd_internal_approval,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Recvd internal approval,VARCHAR(3),,,Entry,RecvdInternalApproval,N,N,,,,,,,,,N,740,,,,,,0,?,n/a,?,110,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Recvd_internal_approval,?,?,?,?,Y,N,uchar3
1010,entry_information,Y,R,1,entry_information,20,Entry information,_Entry.Recvd_nmr_constraints,,,,,,Y,H,Y,Y,Y,Y,N,,,,,,Recvd nmr constraints,VARCHAR(3),,,Entry,RecvdNmrConstraints,N,N,,,,,,,,,N,750,,,,,,0,?,n/a,?,111,1,Y,Y,N,N,N,N,?,?,?,I,O,O,I,O,I,I,O,I,I,O,I,?,0,Entry,Recvd_nmr_constraints,?,?,?,?,Y,N,yyyy-mm-dd
