Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,BMRB next release,Discussion List,SG Mandatory,BMRB/CCPN status,ADIT exists,User full view,User structure view,User non-structure view,User NMR param. View,Annotator full view,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Loopflag,Seq,Dbspace,Example,Prompt,Description
910,citations,Y,R,2,citations,40, Citations,_Citations.Journal_volume,,O,,,open,Y,N,H,H,H,H,N,,,,,,Journal volume,VARCHAR(15),,,Citations,JournalVolume,N,N,,,,,,,N,490,1,?,Journal volume,Volume designation used by the journal.
920,citations,Y,R,2,citations,40, Citations,_Citations.Journal_issue,,O,,,open,Y,N,H,H,H,H,N,,,,,,Journal issue,VARCHAR(15),,,Citations,JournalIssue,N,N,,,,,,,N,500,1,?,Journal issue,Issue designation used by the journal.
930,citations,Y,R,2,citations,40, Citations,_Citations.Journal_ASTM,,X,,,open,Y,H,H,H,H,H,N,,,,,,Journal ASTM,VARCHAR(127),,,Citations,JournalASTM,N,N,,,,,,,N,510,1,?,?,ASTM identification code for the journal
940,citations,Y,R,2,citations,40, Citations,_Citations.Journal_ISSN,,X,,,open,Y,H,H,H,H,H,N,,,,,,Journal ISSN,VARCHAR(127),,,Citations,JournalISSN,N,N,,,,,,,N,520,1,?,?,ISSN identification code for the journal
950,citations,Y,R,2,citations,40, Citations,_Citations.Journal_CSD,,X,,,open,Y,H,H,H,H,H,N,,,,,,Journal CSD,VARCHAR(127),,,Citations,JournalCSD,N,N,,,,,,,N,530,1,?,?,CSD identification code for the journal
960,citations,Y,R,2,citations,40, Citations,_Citations.Book_title,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Book title,VARCHAR(255),,,Citations,BookTitle,N,N,,,,,,,N,540,1,?,Book title,The name of the book where the citation is located.
970,citations,Y,R,2,citations,40, Citations,_Citations.Book_chapter_title,,O,,,open,Y,N,H,H,H,H,N,,,,,,Book chapter title,VARCHAR(255),,,Citations,BookChapterTitle,N,N,,,,,,,N,550,1,?,Book chapter title,Title of the chapter from the book
980,citations,Y,R,2,citations,40, Citations,_Citations.Book_volume,,O,,,open,Y,N,H,H,H,H,N,,,,,,Book volume,VARCHAR(15),,,Citations,BookVolume,N,N,,,,,,,N,560,1,?,Book volume,Volume designation for the book.
990,citations,Y,R,2,citations,40, Citations,_Citations.Book_series,,O,,,open,Y,N,H,H,H,H,N,,,,,,Book series,VARCHAR(15),,,Citations,BookSeries,N,N,,,,,,,N,570,1,?,Book series number,Series designation for the book
1000,citations,Y,R,2,citations,40, Citations,_Citations.Book_publisher,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Book publisher,VARCHAR(127),,,Citations,BookPublisher,N,N,,,,,,,N,580,1,?,Book publisher,Publisher of the book
1010,citations,Y,R,2,citations,40, Citations,_Citations.Book_publisher_city,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Book publisher city,VARCHAR(127),,,Citations,BookPublisherCity,N,N,,,,,,,N,590,1,?,City of book publisher,City where the book publisher is located
1020,citations,Y,R,2,citations,40, Citations,_Citations.Book_ISBN,,X,,,open,Y,H,H,H,H,H,N,,,,,,Book ISBN,VARCHAR(127),,,Citations,BookISBN,N,N,,,,,,,N,600,1,?,?,?
1030,citations,Y,R,2,citations,40, Citations,_Citations.Conference_title,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Conference title,VARCHAR(127),,,Citations,ConferenceTitle,N,N,,,,,,,N,610,1,?,Conference title,Title of the conference
1040,citations,Y,R,2,citations,40, Citations,_Citations.Conference_site,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Conference site,VARCHAR(127),,,Citations,ConferenceSite,N,N,,,,,,,N,620,1,?,?,Site of the conference$ city$ resort$ etc.
1050,citations,Y,R,2,citations,40, Citations,_Citations.Conference_state_province,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Conference state province,VARCHAR(127),,,Citations,ConferenceStateProvince,N,N,,,,,,,N,630,1,?,?,State$ province$ etc. where conference took place
1060,citations,Y,R,2,citations,40, Citations,_Citations.Conference_country,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Conference country,VARCHAR(127),,,Citations,ConferenceCountry,N,N,,,,,,,N,640,1,?,?,Country where conference was located
1070,citations,Y,R,2,citations,40, Citations,_Citations.Conference_start_date,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Conference start date,DATETIME year to day,,,Citations,ConferenceStartDate,N,N,,,,,,,N,650,1,?,?,Date conference began
1080,citations,Y,R,2,citations,40, Citations,_Citations.Conference_end_date,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Conference end date,DATETIME year to day,,,Citations,ConferenceEndDate,N,N,,,,,,,N,660,1,?,?,Date conference ended
1090,citations,Y,R,2,citations,40, Citations,_Citations.Conference_abstract_number,,O,,,open,Y,N,H,H,H,H,N,,,,,,Conference abstract number,VARCHAR(127),,,Citations,ConferenceAbstractNumber,N,N,,,,,,,N,670,1,?,?,Code assigned to the conference abstract
1100,citations,Y,R,2,citations,40, Citations,_Citations.Thesis_institution,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Thesis institution,VARCHAR(127),,,Citations,ThesisInstitution,N,N,,,,,,,N,680,1,?,?,Academic or research institution that granted the degree awarded for the thesis cited in the saveframe.
1110,citations,Y,R,2,citations,40, Citations,_Citations.Thesis_institution_city,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Thesis institution city,VARCHAR(127),,,Citations,ThesisInstitutionCity,N,N,,,,,,,N,690,1,?,?,City where the institution awarding the degree is located.
1120,citations,Y,R,2,citations,40, Citations,_Citations.Thesis_institution_country,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Thesis institution country,VARCHAR(127),,,Citations,ThesisInstitutionCountry,N,N,,,,,,,N,700,1,?,?,Country where the institution awarding the degree is located.
1130,citations,Y,R,2,citations,40, Citations,_Citations.Page_first,,O,,,open,Y,N,H,H,H,H,N,,,,,,Page first,VARCHAR(15),,,Citations,PageFirst,N,N,,,,,,,N,710,1,?,?,First page of the published article
1140,citations,Y,R,2,citations,40, Citations,_Citations.Page_last,,O,,,open,Y,N,H,H,H,H,N,,,,,,Page last,VARCHAR(15),,,Citations,PageLast,N,N,,,,,,,N,720,1,?,?,Last page of the published article
1150,citations,Y,R,2,citations,40, Citations,_Citations.Year,,O,,,open,Y,N,H,H,H,H,N,,,,,,Year,VARCHAR(15),,,Citations,Year,N,N,,,,,,,N,730,1,1998,?,Calendar year when the article was published.
1160,citations,Y,R,2,citations,40, Citations,_Citations.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,Citations,Details,N,N,,,,,,,N,740,1,?,?,Additional information relevant to the data in the current saveframe or to a specific data item is entered as a value to this tag.  The information entered must supplement information already present.  Whenever possible data should associated with specific data tags and not included in the value to a '_Details' tag.
1170,citations,Y,T6,2,citations,40, Author,_Author.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Author,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
1180,citations,Y,T6,2,citations,40, Author,_Author.Citation_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,Author,CitationID,N,Y,,,,Citations,CitationID,,Y,20,1,?,?,?
1190,citations,Y,T6,2,citations,40, Author,_Author.Ordinal,,M,,,open,Y,Y,H,H,H,H,N,,,,,,Ordinal,INTEGER,NOT NULL,,Author,Ordinal,Y,N,,Y,,,,,Y,30,1,?,Author's position in the list of citation authors,Integer value defining the position of the author's name in the list of authors.
1200,citations,Y,T6,2,citations,40, Author,_Author.Family_name,,M,,,open,Y,Y,H,H,H,H,N,,,,,,Family name,VARCHAR(127),,,Author,FamilyName,N,N,,,,,,,Y,40,1,Doe,Author's family name,The family name of the author.
1210,citations,Y,T6,2,citations,40, Author,_Author.Given_name,,M,,,open,Y,Y,H,H,H,H,N,,,,,,Given name,VARCHAR(127),,,Author,GivenName,N,N,,,,,,,Y,50,1,John,Author's given name,The name given the author at birth or currently used by the author for publication purposes.  Can be an initial if the author uses a second name as a full name when publishing.
1220,citations,Y,T6,2,citations,40, Author,_Author.First_initial,,O,,,open,Y,N,H,H,H,H,N,,,,,,First initial,VARCHAR(15),,,Author,FirstInitial,N,N,,,,,,,Y,60,1,J.,Author's first name initial,Initial of the author's first name.
1230,citations,Y,T6,2,citations,40, Author,_Author.Middle_initials,,O,,,open,Y,N,H,H,H,H,N,,,,,,Middle initials,VARCHAR(15),,,Author,MiddleInitials,N,N,,,,,,,Y,70,1,L.R.,Author's middle initials,The initials for the author's middle names.  A name can be used here$ if the author uses a middle name for publications.
1240,citations,Y,T6,2,citations,40, Author,_Author.Family_title,,O,,,open,Y,N,H,H,H,H,Y,,,,,,Family title,VARCHAR(15),,,Author,FamilyTitle,N,N,,,,,,,Y,80,1,Jr.,Author's family title (not a professional title),A common family title (not a professional title).
1250,citations,Y,T6,2,citations,40, Citations keyword,_Citations_keyword.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,CitationsKeyword,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
1260,citations,Y,T6,2,citations,40, Citations keyword,_Citations_keyword.Citation_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,CitationsKeyword,CitationID,N,Y,,Y,,Citations,CitationID,,Y,20,1,?,?,?
1270,citations,Y,T6,2,citations,40, Citations keyword,_Citations_keyword.Keyword,,O,,,open,Y,H,H,H,H,H,N,,,,,,Keyword,VARCHAR(127),,,CitationsKeyword,Keyword,N,N,,,,,,,Y,30,1,?,?,?
1280,citations,Y,T6,2,citations,40, Editor,_Editor.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,Editor,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
1290,citations,Y,T6,2,citations,40, Editor,_Editor.Citation_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Citation ID,CHAR(12),NOT NULL,,Editor,CitationID,N,Y,,,,Citations,CitationID,,Y,20,1,?,?,?
1300,citations,Y,T6,2,citations,40, Editor,_Editor.Ordinal,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Ordinal,INTEGER,NOT NULL,,Editor,Ordinal,Y,N,,Y,,,,,Y,30,1,?,?,Integer value defining the position of the editor's name in the list of editors.
1310,citations,Y,T6,2,citations,40, Editor,_Editor.Family_name,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Family name,VARCHAR(127),,,Editor,FamilyName,N,N,,,,,,,Y,40,1,?,?,The family name of the editor.
1320,citations,Y,T6,2,citations,40, Editor,_Editor.Given_name,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Given name,VARCHAR(127),,,Editor,GivenName,N,N,,,,,,,Y,50,1,?,?,The name given the editor at birth or currently used by the editor for publication purposes.  Can be an initial if the editor uses a second name as a full name when publishing.
1330,citations,Y,T6,2,citations,40, Editor,_Editor.Middle_initials,,MC,,,open,Y,N,H,H,H,H,N,,,,,,Middle initials,VARCHAR(15),,,Editor,MiddleInitials,N,N,,,,,,,Y,60,1,?,?,The initials for the editor's middle names.  A name can be used here$ if the editor uses a middle name for publications.
1340,citations,Y,T6,2,citations,40, Editor,_Editor.Family_title,,MC,,,open,Y,N,H,H,H,H,Y,,citations,_Author.Family_title,,,Family title,VARCHAR(15),,,Editor,FamilyTitle,N,N,,,,,,,Y,70,1,?,?,A common family title (not a professional title).
1350,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Sf_category,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf category,VARCHAR(31),,,MolSystem,SfCategory,N,N,,Y,,,,,N,750,1,?,?,?
1360,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Sf_framecode,,X,,,open,Y,H,H,H,H,H,N,,,,,,Sf framecode,VARCHAR(127),,,MolSystem,SfFramecode,N,N,,,,,,,N,760,1,?,?,?
1370,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MolSystem,EntryID,N,N,,Y,,EntryInformation,EntryID,,N,770,1,?,?,?
1380,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Mol_system_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol system ID,CHAR(12),NOT NULL,,MolSystem,MolSystemID,N,Y,Y,Y,,,,,N,780,1,?,?,?
1390,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Mol_system_name,,M,,,open,Y,Y,H,H,H,H,N,,,,,,Mol system name,VARCHAR(127),,,MolSystem,MolSystemName,N,N,,,,,,,N,790,1,'p53 tetramer',?,Brief descriptive name for the molecular system studied in the current entry.
1400,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.BMRB_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,BMRB ID,CHAR(12),NOT NULL,,MolSystem,BMRBID,N,N,,,,,,,N,800,1,?,?,?
1410,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Details,,O,,,open,Y,N,H,H,H,H,N,,,,,,Details,TEXT,,,MolSystem,Details,N,N,,,,,,,N,810,1,?,?,?
1420,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Number_of_molecules,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Number of molecules,INTEGER,,,MolSystem,NumberOfMolecules,N,N,,,,,,,N,820,1,4,?,An integer that represents the total number of molecular components that comprise the molecular system.
1430,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Organic_ligands,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Organic ligands,VARCHAR(3),,,MolSystem,OrganicLigands,N,N,,,,,,,N,830,1,?,?,?
1440,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Metal_ions,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Metal ions,VARCHAR(3),,,MolSystem,MetalIons,N,N,,,,,,,N,840,1,?,?,?
1450,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Ambiguous_conformational_states,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Ambiguous conformational states,VARCHAR(3),,,MolSystem,AmbiguousConformationalStates,N,N,,,,,,,N,850,1,?,?,A yes/no flag automatically filled in by BMRB software on the basis of the information (tag _Molecule_ambiguous conformational_states) provided in the saveframes used to described the molecules in the system.
1460,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Ambiguous_chem_comp_sites,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Ambiguous chem comp sites,VARCHAR(3),,,MolSystem,AmbiguousChemCompSites,N,N,,,,,,,N,860,1,?,?,A yes/no flag automatically filled in by BMRB software on the basis of information (tag _Mol_ambiguous_moiety_sites) provided in the saveframes used to described the molecules in the system.
1470,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Molecules_in_chemical_exchange,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Molecules in chemical exchange,VARCHAR(3),,,MolSystem,MoleculesInChemicalExchange,N,N,,,,,,,N,870,1,?,?,A yes/no flag that indicates when two molecular components in the system are in chemical exchange (I.e. a ligand that exists in both the free and bound state).
1480,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Paramagnetic,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Paramagnetic,VARCHAR(3),,,MolSystem,Paramagnetic,N,N,,,,,,,N,880,1,yes,?,A Yes or No flag used to describe whether the system is paramagnetic.
1490,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Number_of_free_thiols,,M,Y,,open,Y,Y,H,H,H,H,N,,,,,,Number of free thiols,VARCHAR(3),,,MolSystem,NumberOfFreeThiols,N,N,,,,,,,N,890,1,2,Number of free thiols in the molecular system,The number of thiol groups in the full molecular system that are in the reduced state.  If the number is not known a question mark can be entered as the value.
1500,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.Molecular_mass,,M,Y,,open,Y,N,H,H,H,H,N,,,,,,Molecular mass,FLOAT,,,MolSystem,MolecularMass,N,N,,,,,,,N,900,1,17600,?,Mass of the molecular system in Daltons.  This value may be approximate.
1510,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.DB_query_date,,X,,,open,N,H,H,H,H,H,N,,,,,,DB query date,DATETIME year to day,,,MolSystem,DBQueryDate,N,N,,,,,,,N,910,1,?,?,?
1520,mol_system,Y,R,3,molecular_system,50, Mol system,_Mol_system.DB_query_revised_last_date,,X,,,open,N,H,H,H,H,H,N,,,,,,DB query revised last date,DATETIME year to day,,,MolSystem,DBQueryRevisedLastDate,N,N,,,,,,,N,920,1,?,?,?
1530,mol_system,Y,T6,3,molecular_system,50, Mol system common name,_Mol_system_common_name.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MolSystemCommonName,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
1540,mol_system,Y,T6,3,molecular_system,50, Mol system common name,_Mol_system_common_name.Mol_system_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol system ID,CHAR(12),NOT NULL,,MolSystemCommonName,MolSystemID,N,Y,,Y,,MolSystem,MolSystemID,,Y,20,1,?,?,?
1550,mol_system,Y,T6,3,molecular_system,50, Mol system common name,_Mol_system_common_name.Name,,O,Y,,open,Y,H,H,H,H,H,N,,,,,,Name,VARCHAR(127),,,MolSystemCommonName,Name,N,N,,,,,,,Y,30,1,?,?,?
1560,mol_system,Y,T6,3,molecular_system,50, Mol system systematic name,_Mol_system_systematic_name.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MolSystemSystematicName,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,An enumerated list of descriptive terms used to classify the system.
1570,mol_system,Y,T6,3,molecular_system,50, Mol system systematic name,_Mol_system_systematic_name.Mol_system_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol system ID,CHAR(12),NOT NULL,,MolSystemSystematicName,MolSystemID,N,Y,,Y,,MolSystem,MolSystemID,,Y,20,1,?,?,?
1580,mol_system,Y,T6,3,molecular_system,50, Mol system systematic name,_Mol_system_systematic_name.Name,,O,,,open,Y,N,H,H,H,H,N,,,,,,Name,VARCHAR(127),,,MolSystemSystematicName,Name,N,N,,,,,,,Y,30,1,'p53',?,Common abbreviation used in the literature for the molecule or   molecular system described in the current saveframe.
1590,mol_system,Y,T6,3,molecular_system,50, Mol system systematic name,_Mol_system_systematic_name.Naming_system,,O,,,open,Y,N,H,H,H,H,Y,N,,,,,Naming system,VARCHAR(127),,,MolSystemSystematicName,NamingSystem,N,N,,,,,,,Y,40,1,?,?,?
1600,mol_system,Y,T6,3,molecular_system,50, System Type,_System_Type.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,SystemType,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
1610,mol_system,Y,T6,3,molecular_system,50, System Type,_System_Type.Mol_system_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol system ID,CHAR(12),NOT NULL,,SystemType,MolSystemID,N,Y,,,,MolSystem,MolSystemID,,Y,20,1,?,?,?
1620,mol_system,Y,T6,3,molecular_system,50, System Type,_System_Type.System_type,,M,Y,,open,Y,Y,H,H,H,H,Y,,,,,,System type,VARCHAR(127),,,SystemType,SystemType,N,N,,,,,,,Y,30,1,pseudoknot; protein-DNA complex; duplex DNA; DNA-RNA complex,?,Enumerated list of brief descriptive phrases that provide a loose way of classifying the system.  A system may fit more than one item in the list and all appropriate values may be used for any specific system.
1630,mol_system,Y,T6,3,molecular_system,50, Mol sys comp,_Mol_sys_comp.Entry_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Entry ID,CHAR(12),NOT NULL,,MolSysComp,EntryID,N,N,,Y,,EntryInformation,EntryID,,Y,10,1,?,?,?
1640,mol_system,Y,T6,3,molecular_system,50, Mol sys comp,_Mol_sys_comp.Mol_system_ID,,X,,,open,Y,H,H,H,H,H,N,,,,,,Mol system ID,CHAR(12),NOT NULL,,MolSysComp,MolSystemID,N,Y,,,,MolSystem,MolSystemID,,Y,20,1,?,?,?
1650,mol_system,Y,T6,3,molecular_system,50, Mol sys comp,_Mol_sys_comp.Mol_sys_comp_ID,,M,,,open,Y,H,H,H,H,H,N,,,,,,Mol sys comp ID,CHAR(12),NOT NULL,,MolSysComp,MolSysCompID,N,N,Y,,,,,,Y,30,1,?,?,?
1660,mol_system,Y,T6,3,molecular_system,50, Mol sys comp,_Mol_sys_comp.Molecule_ID,,M,,,open,Y,H,H,H,H,H,N,,,,,,Molecule ID,CHAR(12),NOT NULL,,MolSysComp,MoleculeID,N,N,,,,Entity,MoleculeID,,Y,40,1,?,?,?
